date,title,skills
2020-10-15,Senior Software Engineer (Python/Django/Golang),"Бэкенд,Старший (Senior),Python,Django,PostgreSQL,ReactJS,Typescript,Docker,Amazon AWS,React Native,Golang"
2020-10-14,"Senior Software Engineer (Typescript, React Native, Golang)","Фронтенд,Старший (Senior),JavaScript,ReactJS,React Native,PostgreSQL,Typescript,Golang"
2020-10-12,Python Developer,"Разработка ПО,Средний (Middle),Python,PostgreSQL"
2020-10-12,Unity Developer,"Разработка ПО,Средний (Middle),C#,Unity3d"
2020-10-22,Руководитель отдела технической поддержке и сопровождения ПО,"Поддержка,Поддержка клиентов,Анализ требований,Тестирование ПО,Управление людьми,Оптимизация бизнес-процессов,Разработка ТЗ,Разработка ТЗ,Информационные технологии,Управление IT-услугами"
2020-10-22,Программист SQL,"Разработка ПО,SQL,C#,C++,JavaScript,Java"
2020-10-16,UX/UI дизайнер,"Дизайн,Средний (Middle),Adobe Photoshop,Прототипирование,Проектирование интерфейсов,Веб-дизайн,UI/UX дизайн,Figma Design,Адаптивный дизайн,Adobe Illustrator,Дизайн лендингов"
2020-10-16,Laravel разработчик,"Разработка ПО,Средний (Middle),Laravel,PHP,Веб-разработка,MySQL,Git"
2020-10-12,DevOps Team Lead ,"Администрирование,Старший (Senior),Docker,Bash,Администрирование Linux,Devops,Ansible,CI/CD methodologies,Системы виртуализации,Gitlab,Debian"
2020-10-05,Data-инженер,"Разработка ПО,Средний (Middle),PostgreSQL,Nosql,Алгоритмы и структуры данных,Математика,Базы данных,SQL,Etl"
2020-10-21,Скрам-мастер,"Менеджмент,Средний (Middle),Agile,Scrum Master,Scrum,Управление проектами"
2020-10-16,Менеджер проектов по созданию IT-курсов,"Менеджмент,Средний (Middle),Управление проектами,Scrum,Agile,Управление продуктами"
2020-10-26,Frontend разработчик,"Фронтенд,Средний (Middle),Vue.js,HTML,CSS,JQuery,JQuery,JavaScript,Git"
2020-10-22,Программист C# (ASP.NET Core),"Бэкенд,Средний (Middle),C#,ASP.NET MVC,ООП,Git"
2020-10-26,C# разработчик (full-stack / back-end),"Бэкенд,Старший (Senior),.NET,.net core,Mssql,Rabbitmq,Redis,Typescript"
2020-10-12,Бизнес-аналитик (начинающий менеджер продукта),"Аналитика,Младший (Junior),Бизнес-анализ,Проектирование интерфейсов,Разработка продукта,Проведение интервью"
2020-10-20,Front-end разработчик,"Фронтенд,Средний (Middle),Node.js,HTML,CSS,Twitter Bootstrap,Адаптивная верстка,БЭМ,JQuery,Vue.js,ReactJS,JavaScript"
2020-10-20,Middle Backend developer,"Бэкенд,Средний (Middle),Node.js,Git,Yii framework,Linux,Высоконагруженные системы,JavaScript,SQL"
2020-10-20,Senior system developer/ С++,"Разработка ПО,Старший (Senior),C++,Python,Linux,Qt,Gtk+,Cmake,Системное программирование,Многопоточность"
2020-10-16,Senior/Lead Python Developer (Backend),"Бэкенд,Ведущий (Lead),Python,asyncio,MongoDB,Redis,Git,Git,Docker,PostgreSQL"
2020-10-21,QA-engineer ,"Тестирование,Средний (Middle),Тестирование ПО,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Тестирование мобильных приложений,Контроль качества"
2020-10-21,"Дизайнер продукта, UI / UX дизайнер","Дизайн,Старший (Senior),UI/UX дизайн,Веб-дизайн,Проектирование интерфейсов,Дизайн мобильных приложений,Figma Design,Прототипирование,Разработка интерфейсов,Дизайн продукта,Wireframes"
2020-10-26,Unity developer,"Разработка ПО,Средний (Middle),C#,C++,Разработка под AR и VR"
2020-10-08, Test Automation Engineer (SBB),"Тестирование,Старший (Senior),Java,Soap"
2020-10-21,Front-end разработчик (Middle/Senior/Lead),"Фронтенд,JavaScript,ReactJS,Redux,Vue.js,Git"
2020-10-12,🔥 Ruby разработчик (Middle/Senior),"Бэкенд,Ruby,Ruby on Rails,PostgreSQL,Git"
2020-10-20,Разработчик FPGA,"Бэкенд,Средний (Middle),SystemVerilog"
2020-10-20,Верификатор (UVM),"Бэкенд,Старший (Senior),Verilog,C,Системное программирование,SystemVerilog,UVM"
2020-10-19,Тестировщик ПО (удалённая работа + опцион),"Тестирование,Средний (Middle),Тестирование мобильных приложений,Тестирование дизайна,Регрессионное тестирование,Баг-трекинг,Тестирование ПО,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Автоматизация тестирования,Scrum"
2020-10-15,PHP-программист (удалённая работа + опцион),"Фронтенд,Средний (Middle),PHP,MySQL,JavaScript,Scrum,Agile"
2020-10-21,PHP-разработчик (Laravel),"Бэкенд,Средний (Middle),PHP,Laravel,PostgreSQL,SQL,JavaScript,Nuxt.js,Vue.js,Twitter Bootstrap"
2020-10-07,"Web-дизайнер, UI/UX","Дизайн,Средний (Middle),Adobe Photoshop,Adobe Illustrator,Figma Design,UI/UX дизайн,Веб-дизайн,Проектирование интерфейсов,Адаптивный дизайн,Прототипирование,Разработка интерфейсов,Tilda"
2020-10-21,C++ Developer,"Разработка ПО,Средний (Middle),C++,Cocos2d,Cocos2d-x"
2020-10-20,Разработчик C++ Игрового Центра,"Разработка ПО,Средний (Middle),C++,Разработка игр,Visual studio,C++ stl,Python,Git,ООП"
2020-10-13,Менеджер по продажам удаленно,"Продажи,Ведущий (Lead),Грамотность,Организация работы с CRM"
2020-10-23,Менеджер по работе с клиентами/партнерами (юридическое направление),"Продажи,Ведение переговоров,Управление проектами,Поддержка клиентов"
2020-10-22,Cпециалист по маркетингу,"Маркетинг,Маркетинговые исследования,Интернет маркетинг,Контент маркетинг,Email маркетинг"
2020-10-20,Senior Scala Developer - Platform/Services (Remote),"Бэкенд,Старший (Senior),Scala,Высоконагруженные системы,Docker,MySQL,Elasticsearch,Kubernetes,Apache cassandra,ClickHouse"
2020-10-09,Node.js/React Developer at SamsungNext (Whisk Product team),"Разработка ПО,Средний (Middle),Node.js,React Native,JavaScript,Typescript,Docker,Restful api,Распределённые вычисления,Kafka,Kubernetes,Английский язык"
2020-10-23,Backend developer python / Бекенд разработчик python ,"Бэкенд,Средний (Middle),Python,Pgsql,Django"
2020-10-13,Middle Full-Stack Developer,"Бэкенд,Средний (Middle),PHP,Laravel,MySQL,PostgreSQL,SQL,Git,Nginx"
2020-10-26,Web-разработчик Bitrix24,"Бэкенд,Средний (Middle),Битрикс24,Git,PHP,JavaScript,ООП"
2020-10-22,Middle Android разработчик,"Приложения,Средний (Middle),Разработка под Android,Java,Kotlin,ООП"
2020-10-13,Full-stack разработчик (Laravel + Vue.js | React ),"Фронтенд,Средний (Middle),Laravel,PHP,JavaScript,ООП,Vue.js,ReactJS,Веб-разработка,Адаптивная верстка,JQuery"
2020-10-14,Главный программист 1С,"Разработка ПО,Ведущий (Lead),Разработка под 1с"
2020-10-14,Angular developer,"Фронтенд,Средний (Middle),HTML,CSS,ReactJS,Sass,Vue.js,Angular,Typescript,Redux,Git"
2020-10-14,Full-Stack JavaScript developer,"Бэкенд,Средний (Middle),JavaScript,Node.js,MongoDB,Высоконагруженные системы,Linux,Английский язык"
2020-10-13,Frontend разработчик,"Фронтенд,Средний (Middle),ReactJS,Redux,Typescript,MobX"
2020-10-14,"Back-end разработчик 1С-Битрикс, удаленка","Бэкенд,Средний (Middle),PHP,1с-битрикс,Git,Битрикс24"
2020-10-14,Программист Perl,"Разработка ПО,Perl,Soap,Tcp,Olap,SQL,XML"
2020-10-21,PHP backend-разработчик (SaaS),"Бэкенд,Средний (Middle),PHP,ООП,Devops,Laravel,Symfony,Yii framework"
2020-10-14,PHP Backend Developer,"Бэкенд,Средний (Middle),PHP,Git,Laravel,ООП,Docker,CI/CD methodologies,Базы данных"
2020-10-14,Middle/Senior Node.js Developer,"Бэкенд,Средний (Middle),Node.js,Nosql,MongoDB,Apache2,Rabbitmq,Docker"
2020-10-26,Senior Backend developer PHP /Бекенд разработчик(удаленно) ,"Бэкенд,Старший (Senior),PHP,Git,Golang,Laravel,Symfony,Высоконагруженные системы,PostgreSQL"
2020-10-14,Программист 1С,"Разработка ПО,Средний (Middle),Разработка под 1с,Erp,Автоматизация"
2020-10-22,TechLead,"Бэкенд,Ведущий (Lead),Веб-разработка,PHP,JavaScript,HTML,MySQL,Sphinx,Просмотр кода"
2020-10-22,Senior frontend разработчик ,"Фронтенд,Старший (Senior),ReactJS,Angular,Redux,Vue.js,JavaScript,JavaScript"
2020-09-29,Веб-разработчик 1С Битрикс,"Бэкенд,Средний (Middle),1с-битрикс,Разработка под 1с"
2020-10-22,Middle C++ Developer,"Разработка ПО,Средний (Middle),C++,Объектно-ориентированное проектирование,Git,SQL"
2020-10-22,Front-end engineer (поисковик для программистов),"Фронтенд,Средний (Middle),Computer Engineering,JavaScript,Английский язык,ReactJS"
2020-10-15,Fullstack-разработчик,"Разработка ПО,Средний (Middle),JavaScript,PHP,MySQL,Vue.js"
2020-10-22,PHP-разработчик Middle / Senior (удаленно),"Бэкенд,Средний (Middle),PHP,PostgreSQL,Docker,Linux,Git"
2020-10-23,Разработчик Битрикс ,"Разработка ПО,Средний (Middle),1с-битрикс,Битрикс24,Разработка под 1с,Git"
2020-10-24,Frontend-разработчик Vue.js (midle+/senior),"Фронтенд,Средний (Middle),Vue.js,Node.js,ReactJS,Angular"
2020-10-22,Backend разработчик laravel Php (middle+/senior),"Бэкенд,PHP,Laravel"
2020-10-05,Middle Java Test Automation Engineer,"Тестирование,Средний (Middle),Java,Linux,Rest,HTTP"
2020-10-26,Senior Full Stack Node.js / TypeScript,"Бэкенд,Старший (Senior),Node.js,JavaScript,Docker,ReactJS,Typescript,Angular"
2020-10-23,Project/Product Manager (IT),"Менеджмент,Ведущий (Lead),Английский язык,Управление проектами,Управление продуктами,Управление людьми,Управление разработкой,Руководство стартапом,Поддержка клиентов,Разработка ТЗ,Ведение переговоров"
2020-10-23,Backend разработчик (relocation),"Бэкенд,Старший (Senior),Blockchain,Golang,Java,Docker,JavaScript,Git,Jira,Nosql,Gitlab"
2020-10-20,Ведущий программист .NET С# Backend / Senior Developer .NET С# Backend,"Бэкенд,Старший (Senior),C#,.net core,Asp.net,ASP.NET MVC,ООП,Angular,SQL,Oracle,MongoDB,Высоконагруженные системы"
2020-10-26,Front-end разработчик,"Фронтенд,Средний (Middle),JavaScript,Angular,Knockout.js,HTML,CSS,Sass,Less"
2020-10-21,Аналитик на проект e-commerce,"Аналитика,Младший (Junior),Бизнес аналитика,Анализ требований,Системный анализ,BPMN"
2020-10-07,"Разработка программного обеспечения беспилотных комплексов, С++","Разработка ПО,Средний (Middle),C++,Разработка программного обеспечения,Алгоритмы и структуры данных,Многопоточность,Прикладная математика,Математика,Qnx,Cmake,Встраиваемая система"
2020-10-20,Data Engineer,"Аналитика,Средний (Middle),Веб аналитика,Математика,Python,Keras,Машинное обучение,Обработка естественного языка,Нейронные сети,Numpy,Computer Science,Моделирование,Системный анализ"
2020-10-12,Middle Python developer,"Бэкенд,Средний (Middle),Python,Flask,Django,MongoDB,Git,ООП"
2020-10-19,React Native разработчик,"Приложения,Средний (Middle),React Native"
2020-10-05,Senior/Middle android-разработчик,"Приложения,Средний (Middle),Kotlin,Разработка под Android,Разработка мобильных приложений"
2020-10-24,Full-stack JavaScript Developer,"Разработка ПО,Средний (Middle),JavaScript,Node.js,ReactJS,React Native,Vue.js,PostgreSQL,Docker,Kubernetes,Clojure"
2020-10-21,Junior Clojure Developer,"Разработка ПО,Младший (Junior),JavaScript,Node.js,Ruby,Ruby on Rails,Python,Clojure,PostgreSQL,Git,Docker,Linux"
2020-10-20,"Android-разработчик для проекта SDK (Kotlin, remote)","Приложения,Разработка под Android,Java,Kotlin,Gradle"
2020-10-20,iOS-разработчик (Obj-C/Swift),"Приложения,Разработка под iOS,Разработка мобильных приложений,Swift,Objective-С,Xcode,ООП"
2020-10-20,QA инженер,"Тестирование,Младший (Junior),Автоматизация тестирования,Python,Java,CI/CD methodologies,Kubernetes"
2020-09-28,"Разработчик баз данных (pl/sql, pl+)","Разработка ПО,Средний (Middle),SQL,Oracle,Pl/sql,Oracle plsql,Базы данных"
2020-10-19,QA,"Тестирование,Средний (Middle),Git,Тестирование ПО,Функциональное тестирование,Регрессионное тестирование,Баг-трекинг"
2020-10-06,Middle Vue.js / Frontend-разработчик,"Фронтенд,Средний (Middle),JavaScript,Vue.js,Angular,ReactJS,Git"
2020-10-26,Разработчик С/С++,"Разработка ПО,C++,C,Разработка программного обеспечения,Системное программирование"
2020-10-26,QA Automation,"Тестирование,Тестирование ПО,Автоматизация тестирования,Python,Linux,Git,Docker,Cmake,C++,Virtualbox,Selenium"
2020-10-26,Программист 1С: ЗУП,"Разработка ПО,Средний (Middle),Разработка под 1с,Руководитель проектов 1с,Администрирование 1с"
2020-10-22,Веб-программист,"Бэкенд,Средний (Middle),PHP,MySQL,HTML,CSS,JQuery,JavaScript,Git,Высоконагруженные системы,1с-битрикс"
2020-10-26,Teamlead frontend-программист в команду коммерческой разработки,"Фронтенд,Средний (Middle),JavaScript,Git,Vue.js"
2020-10-13,Frontend-программист в команду коммерческой разработки,"Фронтенд,Средний (Middle),JavaScript,Git,Vue.js"
2020-10-26,Node.JS (middle/senior),"Бэкенд,JavaScript,MySQL,Git,Node.js,Typescript,ExpressJS,PostgreSQL"
2020-10-02,Системный аналитик,"Аналитика,BPMN,Uml,Анализ требований,Системная аналитика,Microsoft Excel,Scrum,Agile"
2020-10-26,Senior PHP Developer,"Бэкенд,Старший (Senior),PHP,ООП,MySQL,PostgreSQL,Базы данных,Laravel,Git,Yii framework,Symfony"
2020-09-28,JavaScript developer,"Фронтенд,Средний (Middle),JavaScript"
2020-09-21,IOS-разработчик,"Приложения,Средний (Middle),Swift,Разработка под iOS,Git"
2020-10-26,Руководитель it-проектов (Севастополь/удаленно),"Менеджмент,Средний (Middle),Управление проектами,Ведение переговоров,Разработка ТЗ,Построение команды,Проектное планирование,Управление людьми,Управление бизнес-процессами,Бюджетирование проектов"
2020-10-08,Технический директор (CTO),"Бэкенд,Ведущий (Lead),JavaScript,Git,PHP,Laravel,Yii framework,1с-битрикс,Vue.js,Управление разработкой,Построение команды,Управление людьми"
2020-10-23,Системный аналитик-методолог DWH проектов,"Разработка ПО,Ведущий (Lead),Системный анализ,Анализ требований,Управление требованиями к ПО,Бизнес-анализ,Системная аналитика,Dwh,Oracle,Базы данных"
2020-10-23,Архитектор DWH-проектов/Технический руководитель,"Бэкенд,Ведущий (Lead),Oracle plsql,Dwh,Проектирование баз данных"
2020-10-26,Frontend разработчик (React),"Фронтенд,Средний (Middle),JavaScript,Git,ReactJS,Redux,Функциональное программирование"
2020-10-22,UX/UI дизайнер,"Дизайн,Старший (Senior),Веб-дизайн,Разработка интерфейсов,UI/UX дизайн,Figma Design,Дизайн лендингов,Дизайн продукта,Проектирование интерфейсов,Дизайн мобильных приложений"
2020-10-20,Remote backend middle/senior developer,"Бэкенд,Средний (Middle),Python,PostgreSQL,Git,Docker,Django,Linux,Tornado web server"
2020-10-16,Разработчик 1С-Битрикс ,"Бэкенд,Старший (Senior),1с-битрикс,PHP,Git"
2020-10-14,Senior FrontEnd Developer,"Фронтенд,Старший (Senior),React Native"
2020-10-21,Ведущий backend программист,"Бэкенд,PHP,MySQL,Golang"
2020-10-21,Project Manager (мобильные приложения) / менеджер проектов,"Менеджмент,Управление проектами,Стратегическое планирование,Разработка ТЗ,Ведение переговоров,Бюджетирование проектов,Jira,Проектное планирование"
2020-10-21,Backend Developer PHP,"Бэкенд,Средний (Middle),PHP,MySQL,Modx revolution"
2020-10-21,PHP-разработчик на Laravel,"Бэкенд,Средний (Middle),Laravel,PostgreSQL,PHP"
2020-10-14,PHP-программист,"Бэкенд,Средний (Middle),PHP,MySQL,JQuery,HTML,CSS"
2020-10-26,Backend  (Golang),"Бэкенд,Средний (Middle),Golang,Git,Linux,MySQL,MongoDB,PostgreSQL,ClickHouse,Nginx,Базы данных,PHP,ООП"
2020-10-05,QA Engineer/тестировщик ПО,"Тестирование,Средний (Middle),Git,Rest,gRPC,Golang,SQL"
2020-10-21,Backend Developer (FinTech),"Бэкенд,Старший (Senior),Python,Golang,C#,PostgreSQL,Docker,Kubernetes,Websockets,JavaScript"
2020-10-22,Middle Python-программист,"Разработка ПО,Средний (Middle),PostgreSQL,Python,Django,Linux,Redis"
2020-10-21,"Fullstack разработчик (JS, PHP)","Разработка ПО,Средний (Middle),JavaScript,PHP,MySQL,Docker"
2020-10-24,Iron Python,"Разработка ПО,Средний (Middle),Python,SAP"
2020-10-22,WEB разработчик (удаленная работа),"Фронтенд,Средний (Middle),HTML,CSS,JavaScript,Ajax,PHP,PostgreSQL,MySQL,Api интерфейсы"
2020-10-22,Разработчик C# (Middle/Senior) удаленно,"Бэкенд,C#,Разработка программного обеспечения"
2020-10-22,React/React Native-разработчик,"Фронтенд,Средний (Middle),JavaScript,React Native,ReactJS,Redux,Typescript,Node.js,NextJS,NestJS"
2020-10-22,PHP-программист,"Фронтенд,Старший (Senior),JavaScript,Git,MySQL,ООП,Java"
2020-10-22,Java-разработчик,"Бэкенд,Средний (Middle),Java,Java spring framework,PostgreSQL,Git,Hibernate,Gradle"
2020-10-22,Разработчик ASP.NET,"Разработка ПО,Средний (Middle),Asp.net,C#"
2020-10-22,PHP Developer со знанием  Elastic search,"Бэкенд,Средний (Middle),PHP,Yii framework,Symfony,Laravel,Elasticsearch"
2020-10-02,Chief Marketing Officer,"Маркетинг,Управление продуктами,Маркетинговые исследования,Управление проектами,Стратегический маркетинг,Английский язык,Бизнес-планирование,Мониторинг и анализ рынка"
2020-10-16,Frontend разработчик,"Фронтенд,Старший (Senior),JavaScript,Typescript,Angular"
2020-10-22,C++ Developer,"Разработка ПО,Старший (Senior),C++,Directx,Opengl,Vulkan API,Glsl"
2020-09-30,PHP Developer (remote),"Бэкенд,Средний (Middle),PHP,Phpunit,MySQL,Angular,Apache,CI/CD methodologies"
2020-10-26,"Разработчик PLC,STL, LAD, SCL","Разработка ПО,Средний (Middle),Plc"
2020-10-02,Системный аналитик,"Аналитика,Средний (Middle),Системная аналитика"
2020-10-26,.NET разработчик (remote),"Бэкенд,C#,Многопоточность"
2020-09-28,Программист 1С (разработчик 1С ),"Разработка ПО,Старший (Senior),Agile,Jira,Scrum,Kanban,Разработка под 1с"
2020-10-21,Senior Frontend-разработчик,"Фронтенд,Старший (Senior),JavaScript,Typescript,Git,CSS,HTML,Node.js,Vue.js"
2020-10-07,Руководитель направления разработки,"Менеджмент,Ведущий (Lead),Управление разработкой,Построение команды,Разработка продукта,Стратегическое планирование"
2020-09-28,Full-stack Remote Developer,"Разработка ПО,Старший (Senior),JavaScript,Salesforce,Typescript,GraphQL,HTML,Адаптивная верстка,ReactJS,React Native"
2020-09-28,"Программист (PHP, MySQL)","Разработка ПО,Средний (Middle),PHP,MySQL,JavaScript,Git,ООП,JQuery"
2020-09-28,Менеджер it-проектов,"Менеджмент,Agile,Jira,Scrum,Управление проектами,Управление разработкой,Разработка ТЗ,Управление людьми"
2020-09-28,Специалист службы поддержки,"Поддержка,Техническая поддержка"
2020-10-23,Фронтенд разработчик (Middle Frontend Developer),"Фронтенд,Средний (Middle),JavaScript,HTML,CSS,Webpack,JQuery,Ajax,Git,Веб-разработка,Адаптивная верстка,PHP,Laravel,MySQL"
2020-10-20,Python-разработчик GUI,"Фронтенд,Старший (Senior),Python,Pyqt,Qt,Git"
2020-10-19,Middle Full-stack Developer (JS + Node.js),"Разработка ПО,Средний (Middle),JavaScript,Node.js,Vue.js,GraphQL,Jest,Redis,ClickHouse,PostgreSQL,Docker"
2020-10-20,"Разработчик PHP, JS","Бэкенд,Средний (Middle),JavaScript,JQuery,HTML,CSS,Ajax,PHP"
2020-10-20,Senior Full Stack Developer PHP/JS,"Бэкенд,Старший (Senior),Laravel,PHP,JavaScript,MySQL,Git,Разработка через тестирование,Паттерны проектирования,Английский язык"
2020-10-21,Full Stack Web Developer 🔥,"Бэкенд,JavaScript,Vue.js,MongoDB,Node.js,ClickHouse,Elasticsearch,ReactJS,NestJS,PHP,Ruby"
2020-10-22,"Senior/Middle PHP (Yii, Yii2) разработчик","Бэкенд,Yii framework,Базы данных,PHP,Git,MySQL,Высоконагруженные системы,ООП"
2020-10-21,Front end  программист на vue.js,"Фронтенд,Средний (Middle),Vue.js"
2020-10-01,Ведущий консультант SAP BI/BW ,"Разработка ПО,Ведущий (Lead),SAP BI,SAP,Высоконагруженные системы"
2020-10-14,"Разработчик Laravel, PHP, backend","Разработка ПО,Старший (Senior),MySQL,ООП,Laravel,PHP,Высоконагруженные системы,1с-битрикс,Ajax,JavaScript,SQL,Git"
2020-10-22,"Python-разработчик, который хочет писать на Go","Бэкенд,Python,Высоконагруженные системы,Docker,Проектирование архитектуры приложений,PostgreSQL,Базы данных,Django,Redis,Nginx,Golang,Bash"
2020-10-22,Senior Mobile QA,"Тестирование,Старший (Senior),Тестирование сайтов,Тестирование мобильных приложений,Автоматизация тестирования,Kotlin,Swift"
2020-10-23,Системный администратор Windows,"Администрирование,Ведущий (Lead),Администрирование Windows,Hyper-v,Microsoft exchange server,Microsoft SQL server,Высоконагруженные системы,Сеть хранения данных,It-консультирование,Zabbix,Active directory,Powershell,Системное администрирование,Настройка и ремонт компьютерной техники"
2020-10-19,PHP Backend Developer,"Бэкенд,Средний (Middle),PHP,Typescript,Laravel,Rest,JavaScript,Git,Ruby,Docker,Python"
2020-10-23,Full Stack Программист,"Бэкенд,Средний (Middle),Golang,JavaScript,C++,Linux,Python,MySQL,Git,Разработка программного обеспечения,PostgreSQL,Nginx"
2020-10-25,QA Automation Engineer ,"Тестирование,Средний (Middle),Git,Python,Java,Docker,Linux"
2020-09-30,"Fullstack developer - PHP, Laravel, Vue.js","Разработка ПО,Средний (Middle),PHP,Laravel,PostgreSQL,Vue.js,ReactJS,Node.js,Docker,Redis,Amazon AWS"
2020-10-21,  Middle/Senior Fullstack or backend developer (PHP/JS),"Бэкенд,Средний (Middle),ReactJS,Symfony,PHP,JavaScript"
2020-09-28,Full-Stack JavaScript Developer,"Бэкенд,Node.js,Typescript,Vue.js,JavaScript,MongoDB,PostgreSQL,Redis,Git"
2020-10-02,PHP разработчик,"Бэкенд,Средний (Middle),PHP,Rabbitmq,Symfony,Laravel,MySQL,Yii framework"
2020-09-30,PHP программист Fullstack,"Поддержка,Средний (Middle),Битрикс24,PHP"
2020-10-02,Senior Backend PHP Developer,"Бэкенд,Старший (Senior),PHP,PostgreSQL,MySQL,Rabbitmq,Symfony,Yii framework,Git,Высоконагруженные системы,MongoDB"
2020-10-25,Старший инженер по нагрузочному тестированию,"Тестирование,Старший (Senior),Нагрузочное тестирование,CI/CD methodologies,Unix,Linux"
2020-10-26,Tester / QA Engineer,"Приложения,Средний (Middle),Тестирование ПО,Ручное тестирование,Функциональное тестирование,Регрессионное тестирование,Тестирование мобильных приложений,Автоматизация тестирования"
2020-10-05,Full Stack Разработчик (PHP),"Бэкенд,PHP,PostgreSQL,Docker,Git,JavaScript"
2020-10-12,Front-end разработчик,"Фронтенд,Старший (Senior),JavaScript,CSS,HTML,Angular,ReactJS,Vue.js,Rest,Английский язык"
2020-10-02,Middle Back-end Developer,"Бэкенд,Средний (Middle),PHP,Yii framework,MySQL,CSS,HTML,Git,JavaScript,JQuery"
2020-10-25,Системный аналитик,"Аналитика,Средний (Middle),Системный анализ,BPMN,Бизнес аналитика,Разработка ТЗ"
2020-10-26,"Remote full-stack developer (.NET, C#)","Бэкенд,Старший (Senior),.NET,.net core,C#,SQL,Angular,Vue.js,Restful api,Typescript,Docker,Kubernetes"
2020-10-14,Senior BigData Developer with Python / Spark / ETL,"Разработка ПО,Средний (Middle),Python,Spark"
2020-10-26,Разработчик Java Spring Boot,"Бэкенд,Младший (Junior),Java,Java spring framework,Git,ООП,Agile"
2020-10-26,Backend разработчик,"Бэкенд,Средний (Middle),PHP,Laravel,Node.js,MySQL,Git,Linux,ООП,Nginx,Высоконагруженные системы"
2020-10-26,PHP-разработчик (Битрикс),"Бэкенд,Средний (Middle),PHP,1с-битрикс,CSS,HTML,JavaScript,MySQL,JQuery,Ajax"
2020-10-23,.NET-разработчик (удаленно) [DEV2020Q4],"Бэкенд,Средний (Middle),C#,.net core,ООП,Entity framework,SQL,Rest"
2020-10-21,Ведущий web-разработчик,"Разработка ПО,C#,.NET,ReactJS,Typescript,.net core,Devexpress,WCF,Restful api,Entity framework,PostgreSQL,Sql server reporting services"
2020-10-26,Full-stack Web Developer (удалённо),"Бэкенд,Средний (Middle),ReactJS,Laravel,HTML,CSS,Адаптивная верстка,JQuery,Кроссбраузерная верстка,Веб-разработка,PHP,MySQL"
2020-10-23,Middle/Senior Front-end React Native Developer / iOS Разработчик (удаленно),"Приложения,Средний (Middle),React Native,Redux,Адаптивная верстка,Разработка под iOS,Swift"
2020-10-06,Системный администратор Linux,"Администрирование,Средний (Middle),Linux,Nginx,MySQL,Bash,Unix,PHP"
2020-10-06,Backend разработчик (PHP),"Бэкенд,Средний (Middle),PHP,Laravel,Yii framework,Redis,JavaScript,HTML,CSS,Golang,ClickHouse"
2020-10-06,Архитектор интеграционных решений,"Менеджмент,Ведущий (Lead),Java,Apache,Docker,Kubernetes"
2020-10-27,Специалист по сетевой / информационной безопасности,"Администрирование,Средний (Middle),Системное администрирование,Информационная безопасность,SQL,Vpn,Active directory,Администрирование сетей,Zabbix,Мониторинг сетей,Сетевая безопасность"
2020-10-06,Программист Share point,"Разработка ПО,Ведущий (Lead),SQL,Sharepoint,JavaScript,CSS,SQL"
2020-10-27,Backend / frontend developer ,"Бэкенд,Старший (Senior),ООП,Паттерны проектирования,Typescript,Git"
2020-10-27,DevOps-инженер,"Администрирование,Kubernetes,Teamcity,Docker,ELK Stack,Git,Redis,Rabbitmq,PostgreSQL,MongoDB,Elasticsearch"
2020-10-27,"Full Stack Разработчик (Node.js, Javascript, Typescript, MongoDB, Docker)","Бэкенд,Старший (Senior),JavaScript,Git,Docker,MongoDB,Node.js,Typescript"
2020-10-20,Middle Backend Developer (.NET/C#/JavaScript/TypeScript),"Бэкенд,Средний (Middle),.NET,C#,JavaScript,Typescript,Asp.net web api,Microsoft SQL server,Entity framework,Angular,React Native,ReactJS"
2020-10-07,Backend Developer (частичная занятость),"Бэкенд,PHP,PostgreSQL,Yii framework,MySQL"
2020-10-20,Стажёр в инфобез/ информационные технологии/ аналитику,"Информационная безопасность,Стажёр (Intern),Информационная безопасность,Системная аналитика"
2020-10-07," Senior Frontend-разработчик (Nuxt.js, Vue.js) удаленно","Фронтенд,Старший (Senior),Nuxt.js,Vue.js,JavaScript,CSS,Saas,Webpack,HTML,Typescript"
2020-10-21,PHP-программист (Битрикс),"Бэкенд,Средний (Middle),1с-битрикс,PHP,SQL"
2020-10-07,Frontend-разработчик,"Фронтенд,Средний (Middle),JavaScript,Git,CSS,Адаптивная верстка,Canvas,Vue.js,ReactJS"
2020-10-07,Вакансия: Laravel/Yii2 разработчик,"Бэкенд,Средний (Middle),PHP,Laravel"
2020-10-07,Программист 1С,"Разработка ПО,Средний (Middle),Разработка под 1с"
2020-10-21,Data Engineer,"Бэкенд,Python,Git,git-flow,Nosql,Английский язык"
2020-10-08,1С программист,"Разработка ПО,Средний (Middle),Разработка под 1с"
2020-10-21,Frontend разработчик,"Фронтенд,Младший (Junior),JavaScript,Git,ООП,Ajax,HTML,CSS,Адаптивная верстка,JQuery"
2020-10-22,Frontend разработчик Vue (JavaScript),"Фронтенд,Старший (Senior),JavaScript,Веб-разработка,Vue.js,Адаптивная верстка,Typescript,Scss,Git,Webpack"
2020-10-21,Android Developer in Growth Team (office/remote),"Приложения,Kotlin,Java,Sqlite,RxJava 2,Разработка под Android,Разработка мобильных приложений,ООП"
